HAge	HNationality	HPersons	HRoom	HVisitFrom	HNights	HPrice	HVisitType	WSky	WTempAvg	XEUR
72	SK	2	310	9.8.2012 0:00:00	14	33880.00	Tourist	Cloudy	19.90	25.14
57	CZ	4	220	9.8.2012 0:00:00	7	33880.00	Tourist	Cloudy	19.90	25.14
51	SK	2	240	13.8.2012 0:00:00	2	4840.00	Business	Cloudy	17.00	25.15
34	SK	1	230	14.8.2012 0:00:00	21	25410.00	Tourist	Cloudy	20.10	25.04
50	CZ	2	230	14.8.2012 0:00:00	21	50820.00	Business	Cloudy	20.10	25.04
40	SK	2	310	15.8.2012 0:00:00	21	50820.00	Tourist	Cloudy	22.90	24.97
68	GE	2	310	15.8.2012 0:00:00	3	7260.00	Business	Rain/Snow	22.90	24.97
45	PL	3	120	16.8.2012 0:00:00	2	7260.00	Tourist	Sunny	20.70	24.91
62	CZ	1	220	18.8.2012 0:00:00	2	2420.00	Tourist	Rain/Snow	17.90	24.91
49	GE	4	210	18.8.2012 0:00:00	7	33880.00	Business	Rain/Snow	17.90	24.91
24	SK	1	310	19.8.2012 0:00:00	1	1210.00	Tourist	Cloudy	19.60	24.91
71	CZ	1	230	20.8.2012 0:00:00	2	2420.00	Tourist	Rain/Snow	18.60	24.91
41	CZ	3	230	22.8.2012 0:00:00	2	7260.00	Tourist	Cloudy	19.90	24.98
53	GE	1	320	22.8.2012 0:00:00	14	16940.00	Tourist	Rain/Snow	19.90	24.98
34	GE	4	110	23.8.2012 0:00:00	7	33880.00	Tourist	Sunny	25.50	24.91
44	AT	3	130	23.8.2012 0:00:00	1	3630.00	Business	Rain/Snow	25.50	24.91
19	CZ	1	320	23.8.2012 0:00:00	7	8470.00	Business	Sunny	25.50	24.91
24	CZ	3	220	24.8.2012 0:00:00	21	76230.00	Tourist	Rain/Snow	26.30	24.91
58	CZ	1	310	24.8.2012 0:00:00	2	2420.00	Tourist	Cloudy	26.30	24.91
59	GE	2	240	26.8.2012 0:00:00	5	12100.00	Tourist	Cloudy	21.40	24.91
49	SK	2	120	26.8.2012 0:00:00	21	50820.00	Tourist	Rain/Snow	21.40	24.91
29	AT	1	320	26.8.2012 0:00:00	14	16940.00	Business	Cloudy	21.40	24.91
78	CZ	1	130	26.8.2012 0:00:00	3	3630.00	Business	Rain/Snow	21.40	24.91
48	GE	1	210	27.8.2012 0:00:00	1	1210.00	Business	Rain/Snow	23.20	24.85
41	CZ	4	320	27.8.2012 0:00:00	1	4840.00	Business	Sunny	23.20	24.85
50	CZ	1	220	29.8.2012 0:00:00	2	2420.00	Tourist	Rain/Snow	23.30	24.81
18	CZ	1	120	29.8.2012 0:00:00	7	8470.00	Tourist	Sunny	23.30	24.81
19	CZ	3	210	29.8.2012 0:00:00	7	25410.00	Tourist	Rain/Snow	23.30	24.81
24	CZ	2	240	30.8.2012 0:00:00	2	4840.00	Tourist	Cloudy	24.40	24.92
47	AT	2	220	30.8.2012 0:00:00	1	2420.00	Tourist	Cloudy	24.40	24.92
56	SK	1	230	30.8.2012 0:00:00	7	8470.00	Business	Sunny	24.40	24.92
21	CZ	2	120	31.8.2012 0:00:00	14	33880.00	Business	Cloudy	24.90	24.84
56	CZ	1	130	1.9.2012 0:00:00	1	1210.00	Tourist	Sunny	22.20	24.84
54	CZ	2	240	1.9.2012 0:00:00	21	50820.00	Tourist	Rain/Snow	22.20	24.84
39	GE	3	110	1.9.2012 0:00:00	5	18150.00	Business	Cloudy	22.20	24.84
19	SK	3	310	1.9.2012 0:00:00	2	7260.00	Tourist	Sunny	22.20	24.84
50	CZ	2	310	1.9.2012 0:00:00	1	2420.00	Tourist	Cloudy	22.20	24.84
74	GE	1	110	3.9.2012 0:00:00	6	7260.00	Business	Sunny	24.20	24.90
39	AT	1	120	3.9.2012 0:00:00	2	2420.00	Tourist	Cloudy	24.20	24.90
39	SK	1	310	4.9.2012 0:00:00	9	10890.00	Tourist	Sunny	24.20	24.89
45	GE	2	120	4.9.2012 0:00:00	2	4840.00	Tourist	Sunny	24.20	24.89
71	CZ	3	110	5.9.2012 0:00:00	7	25410.00	Tourist	Cloudy	24.10	24.79
63	CZ	1	220	5.9.2012 0:00:00	14	16940.00	Tourist	Sunny	24.10	24.79
35	PL	3	230	5.9.2012 0:00:00	2	7260.00	Tourist	Cloudy	24.10	24.79
71	GE	1	130	6.9.2012 0:00:00	14	16940.00	Tourist	Rain/Snow	23.40	24.70
56	SK	1	240	6.9.2012 0:00:00	1	1210.00	Tourist	Cloudy	23.40	24.70
62	CZ	1	130	9.9.2012 0:00:00	2	2420.00	Tourist	Rain/Snow	15.90	24.59
55	CZ	1	110	9.9.2012 0:00:00	2	2420.00	Tourist	Cloudy	15.90	24.59
27	CZ	1	210	10.9.2012 0:00:00	5	6050.00	Tourist	Rain/Snow	16.20	24.54
60	CZ	2	240	11.9.2012 0:00:00	3	7260.00	Business	Cloudy	19.70	24.55
64	CZ	1	310	11.9.2012 0:00:00	7	8470.00	Tourist	Sunny	19.70	24.55
45	AT	2	120	12.9.2012 0:00:00	1	2420.00	Business	Rain/Snow	21.80	24.45
37	CZ	2	110	13.9.2012 0:00:00	14	33880.00	Tourist	Cloudy	14.80	24.48
34	SK	1	230	13.9.2012 0:00:00	2	2420.00	Tourist	Rain/Snow	14.80	24.48
32	SK	1	240	14.9.2012 0:00:00	14	16940.00	Business	Cloudy	15.80	24.43
61	GE	2	130	15.9.2012 0:00:00	7	16940.00	Tourist	Sunny	17.30	24.43
25	AT	2	230	16.9.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	15.90	24.43
58	CZ	1	220	16.9.2012 0:00:00	7	8470.00	Tourist	Cloudy	15.90	24.43
39	PL	2	310	16.9.2012 0:00:00	21	50820.00	Tourist	Cloudy	15.90	24.43
33	CZ	2	320	16.9.2012 0:00:00	7	16940.00	Tourist	Rain/Snow	15.90	24.43
40	CZ	1	320	16.9.2012 0:00:00	21	25410.00	Tourist	Sunny	15.90	24.43
39	CZ	1	220	16.9.2012 0:00:00	1	1210.00	Tourist	Rain/Snow	15.90	24.43
20	GE	2	210	16.9.2012 0:00:00	6	14520.00	Tourist	Sunny	15.90	24.43
82	SK	2	110	18.9.2012 0:00:00	21	50820.00	Business	Cloudy	10.90	24.82
73	CZ	3	110	18.9.2012 0:00:00	2	7260.00	Business	Sunny	10.90	24.82
36	SK	2	210	18.9.2012 0:00:00	62	150040.00	Business	Rain/Snow	10.90	24.82
62	SK	3	120	21.9.2012 0:00:00	2	7260.00	Business	Sunny	10.10	24.80
34	SK	2	240	21.9.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	10.10	24.80
31	CZ	2	230	21.9.2012 0:00:00	21	50820.00	Business	Sunny	10.10	24.80
23	CZ	2	210	22.9.2012 0:00:00	7	16940.00	Tourist	Rain/Snow	9.80	24.80
62	CZ	2	210	23.9.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	9.10	24.80
45	AT	3	220	24.9.2012 0:00:00	1	3630.00	Tourist	Sunny	11.30	24.94
50	CZ	2	110	25.9.2012 0:00:00	7	16940.00	Tourist	Cloudy	16.20	24.91
52	GE	2	120	25.9.2012 0:00:00	1	2420.00	Tourist	Sunny	16.20	24.91
35	CZ	2	320	26.9.2012 0:00:00	1	2420.00	Tourist	Cloudy	14.80	24.98
65	GE	3	310	28.9.2012 0:00:00	21	76230.00	Business	Sunny	13.10	24.86
29	SK	2	310	28.9.2012 0:00:00	21	50820.00	Tourist	Rain/Snow	13.10	24.86
82	CZ	1	120	28.9.2012 0:00:00	14	16940.00	Tourist	Sunny	13.10	24.86
78	SK	1	220	1.10.2012 0:00:00	7	8470.00	Tourist	Sunny	13.20	25.07
25	CZ	1	220	2.10.2012 0:00:00	2	2420.00	Tourist	Sunny	15.60	25.05
81	GE	2	120	5.10.2012 0:00:00	14	33880.00	Tourist	Rain/Snow	16.10	24.91
38	PL	4	230	7.10.2012 0:00:00	2	9680.00	Tourist	Rain/Snow	4.70	24.91
37	SK	3	120	8.10.2012 0:00:00	2	7260.00	Business	Cloudy	6.90	24.91
50	CZ	1	120	8.10.2012 0:00:00	62	75020.00	Business	Rain/Snow	6.90	24.91
56	CZ	1	130	9.10.2012 0:00:00	1	1210.00	Tourist	Cloudy	10.80	24.93
65	SK	1	240	9.10.2012 0:00:00	21	25410.00	Business	Sunny	10.80	24.93
65	CZ	2	320	10.10.2012 0:00:00	7	16940.00	Business	Cloudy	4.90	24.95
39	GE	2	320	11.10.2012 0:00:00	1	2420.00	Tourist	Cloudy	9.10	24.93
56	CZ	1	120	11.10.2012 0:00:00	1	1210.00	Business	Rain/Snow	9.10	24.93
58	CZ	2	210	12.10.2012 0:00:00	7	16940.00	Tourist	Cloudy	7.50	24.95
47	GE	2	230	12.10.2012 0:00:00	4	9680.00	Tourist	Cloudy	7.50	24.95
22	SK	1	110	15.10.2012 0:00:00	14	16940.00	Tourist	Sunny	9.10	24.93
44	AT	1	210	15.10.2012 0:00:00	2	2420.00	Tourist	Rain/Snow	9.10	24.93
43	AT	1	320	17.10.2012 0:00:00	2	2420.00	Tourist	Sunny	15.30	24.80
65	SK	1	110	19.10.2012 0:00:00	2	2420.00	Tourist	Rain/Snow	7.40	24.82
81	CZ	2	120	19.10.2012 0:00:00	2	4840.00	Tourist	Cloudy	7.40	24.82
46	CZ	2	120	19.10.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	7.40	24.82
21	CZ	1	230	20.10.2012 0:00:00	14	16940.00	Tourist	Cloudy	7.30	24.82
37	GE	3	320	20.10.2012 0:00:00	1	3630.00	Tourist	Sunny	7.30	24.82
25	SK	1	240	20.10.2012 0:00:00	14	16940.00	Business	Rain/Snow	7.30	24.82
40	CZ	2	230	21.10.2012 0:00:00	7	16940.00	Tourist	Cloudy	11.20	24.82
23	SK	2	220	21.10.2012 0:00:00	2	4840.00	Business	Cloudy	11.20	24.82
82	SK	2	240	21.10.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	11.20	24.82
65	SK	2	320	21.10.2012 0:00:00	2	4840.00	Business	Sunny	11.20	24.82
63	SK	1	310	22.10.2012 0:00:00	14	16940.00	Tourist	Rain/Snow	14.80	24.90
51	CZ	2	240	23.10.2012 0:00:00	2	4840.00	Tourist	Cloudy	17.70	24.91
19	CZ	4	240	24.10.2012 0:00:00	14	67760.00	Tourist	Rain/Snow	20.30	24.98
78	CZ	1	320	26.10.2012 0:00:00	7	8470.00	Tourist	Rain/Snow	5.20	24.90
22	GE	2	110	26.10.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	5.20	24.90
80	CZ	4	110	26.10.2012 0:00:00	62	300080.00	Business	Rain/Snow	5.20	24.90
77	CZ	4	120	27.10.2012 0:00:00	1	4840.00	Tourist	Sunny	3.30	24.90
56	SK	1	130	27.10.2012 0:00:00	2	2420.00	Tourist	Cloudy	3.30	24.90
40	CZ	4	210	28.10.2012 0:00:00	1	4840.00	Business	Rain/Snow	4.60	24.90
28	GE	2	310	28.10.2012 0:00:00	21	50820.00	Business	Sunny	4.60	24.90
71	SK	1	120	29.10.2012 0:00:00	14	16940.00	Tourist	Sunny	5.30	25.02
22	SK	1	120	30.10.2012 0:00:00	1	1210.00	Business	Cloudy	4.80	25.02
71	SK	1	310	31.10.2012 0:00:00	6	7260.00	Business	Sunny	3.60	25.07
41	GE	2	120	31.10.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	3.60	25.07
40	CZ	3	310	1.11.2012 0:00:00	21	76230.00	Tourist	Sunny	5.00	25.23
47	CZ	2	110	3.11.2012 0:00:00	21	50820.00	Tourist	Cloudy	3.40	25.23
56	SK	4	310	3.11.2012 0:00:00	2	9680.00	Tourist	Sunny	3.40	25.23
68	SK	2	220	3.11.2012 0:00:00	21	50820.00	Tourist	Rain/Snow	3.40	25.23
32	CZ	2	310	4.11.2012 0:00:00	21	50820.00	Tourist	Rain/Snow	3.30	25.23
53	CZ	2	210	4.11.2012 0:00:00	1	2420.00	Tourist	Sunny	3.30	25.23
26	CZ	2	230	4.11.2012 0:00:00	7	16940.00	Tourist	Rain/Snow	3.30	25.23
65	CZ	1	310	4.11.2012 0:00:00	2	2420.00	Tourist	Rain/Snow	3.30	25.23
66	CZ	1	310	6.11.2012 0:00:00	21	25410.00	Tourist	Cloudy	1.70	25.30
50	GE	2	120	6.11.2012 0:00:00	14	33880.00	Tourist	Rain/Snow	1.70	25.30
40	SK	1	220	8.11.2012 0:00:00	7	8470.00	Tourist	Cloudy	5.10	25.43
69	CZ	1	320	8.11.2012 0:00:00	2	2420.00	Tourist	Cloudy	5.10	25.43
40	SK	3	240	9.11.2012 0:00:00	7	25410.00	Tourist	Rain/Snow	7.30	25.39
77	CZ	1	320	9.11.2012 0:00:00	2	2420.00	Tourist	Cloudy	7.30	25.39
36	SK	2	310	10.11.2012 0:00:00	14	33880.00	Tourist	Sunny	14.30	25.39
68	CZ	2	240	13.11.2012 0:00:00	21	50820.00	Business	Cloudy	-1.40	25.45
44	SK	3	240	14.11.2012 0:00:00	7	25410.00	Business	Rain/Snow	1.50	25.49
25	SK	1	110	15.11.2012 0:00:00	1	1210.00	Tourist	Rain/Snow	1.50	25.58
65	AT	3	320	16.11.2012 0:00:00	14	50820.00	Business	Rain/Snow	3.00	25.53
39	PL	2	240	17.11.2012 0:00:00	7	16940.00	Tourist	Cloudy	4.10	25.53
32	PL	1	130	17.11.2012 0:00:00	21	25410.00	Tourist	Sunny	4.10	25.53
75	CZ	1	310	18.11.2012 0:00:00	1	1210.00	Tourist	Sunny	5.20	25.53
23	SK	1	130	18.11.2012 0:00:00	2	2420.00	Tourist	Rain/Snow	5.20	25.53
21	SK	4	110	18.11.2012 0:00:00	2	9680.00	Tourist	Sunny	5.20	25.53
32	CZ	2	310	19.11.2012 0:00:00	21	50820.00	Tourist	Rain/Snow	8.40	25.41
33	SK	2	120	19.11.2012 0:00:00	7	16940.00	Tourist	Rain/Snow	8.40	25.41
66	CZ	2	220	20.11.2012 0:00:00	2	4840.00	Business	Rain/Snow	8.90	25.40
48	SK	2	310	22.11.2012 0:00:00	2	4840.00	Business	Cloudy	9.90	25.42
24	PL	2	230	22.11.2012 0:00:00	14	33880.00	Tourist	Cloudy	9.90	25.42
55	GE	3	110	23.11.2012 0:00:00	7	25410.00	Tourist	Sunny	-0.60	25.35
71	CZ	2	320	23.11.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	-0.60	25.35
43	AT	2	130	23.11.2012 0:00:00	1	2420.00	Tourist	Sunny	-0.60	25.35
46	SK	1	230	23.11.2012 0:00:00	2	2420.00	Tourist	Sunny	-0.60	25.35
59	CZ	2	130	23.11.2012 0:00:00	7	16940.00	Tourist	Rain/Snow	-0.60	25.35
56	CZ	3	120	24.11.2012 0:00:00	2	7260.00	Tourist	Cloudy	-2.30	25.35
43	PL	2	230	24.11.2012 0:00:00	7	16940.00	Tourist	Cloudy	-2.30	25.35
35	SK	2	210	24.11.2012 0:00:00	2	4840.00	Business	Sunny	-2.30	25.35
24	CZ	1	220	25.11.2012 0:00:00	13	15730.00	Tourist	Cloudy	0.90	25.35
39	SK	1	320	25.11.2012 0:00:00	7	8470.00	Tourist	Rain/Snow	0.90	25.35
61	SK	3	220	25.11.2012 0:00:00	5	18150.00	Business	Cloudy	0.90	25.35
39	SK	3	210	26.11.2012 0:00:00	14	50820.00	Tourist	Sunny	-1.60	25.29
21	SK	1	110	27.11.2012 0:00:00	3	3630.00	Tourist	Sunny	-4.40	25.31
81	SK	4	130	28.11.2012 0:00:00	2	9680.00	Business	Sunny	0.20	25.27
67	GE	1	210	28.11.2012 0:00:00	14	16940.00	Tourist	Rain/Snow	0.20	25.27
58	SK	1	240	28.11.2012 0:00:00	7	8470.00	Tourist	Rain/Snow	0.20	25.27
72	PL	2	220	29.11.2012 0:00:00	5	12100.00	Business	Sunny	3.60	25.23
59	PL	2	210	1.12.2012 0:00:00	62	150040.00	Tourist	Cloudy	7.70	25.26
39	GE	1	220	3.12.2012 0:00:00	7	8470.00	Tourist	Sunny	12.60	25.25
79	CZ	2	320	3.12.2012 0:00:00	14	33880.00	Tourist	Sunny	12.60	25.25
59	CZ	2	130	3.12.2012 0:00:00	7	16940.00	Tourist	Sunny	12.60	25.25
67	CZ	2	220	3.12.2012 0:00:00	7	16940.00	Tourist	Sunny	12.60	25.25
42	GE	2	210	3.12.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	12.60	25.25
79	GE	1	310	3.12.2012 0:00:00	1	1210.00	Tourist	Cloudy	12.60	25.25
33	GE	2	120	5.12.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	12.20	25.23
70	GE	2	210	6.12.2012 0:00:00	14	33880.00	Tourist	Sunny	4.00	25.20
65	SK	2	210	6.12.2012 0:00:00	5	12100.00	Tourist	Cloudy	4.00	25.20
48	CZ	2	310	7.12.2012 0:00:00	21	50820.00	Tourist	Rain/Snow	4.90	25.20
45	GE	4	210	7.12.2012 0:00:00	17	82280.00	Business	Cloudy	4.90	25.20
31	AT	1	320	10.12.2012 0:00:00	2	2420.00	Tourist	Cloudy	-0.60	25.24
65	PL	2	320	12.12.2012 0:00:00	7	16940.00	Tourist	Sunny	0.30	25.26
31	CZ	1	320	12.12.2012 0:00:00	2	2420.00	Business	Cloudy	0.30	25.26
58	SK	2	120	12.12.2012 0:00:00	2	4840.00	Tourist	Sunny	0.30	25.26
66	AT	1	310	14.12.2012 0:00:00	1	1210.00	Tourist	Cloudy	2.70	25.23
22	GE	2	220	14.12.2012 0:00:00	21	50820.00	Tourist	Sunny	2.70	25.23
64	GE	1	240	14.12.2012 0:00:00	2	2420.00	Tourist	Cloudy	2.70	25.23
67	CZ	3	230	15.12.2012 0:00:00	14	50820.00	Tourist	Rain/Snow	7.30	25.23
48	CZ	1	220	15.12.2012 0:00:00	7	8470.00	Tourist	Sunny	7.30	25.23
54	CZ	3	320	15.12.2012 0:00:00	7	25410.00	Tourist	Sunny	7.30	25.23
66	SK	2	310	15.12.2012 0:00:00	1	2420.00	Tourist	Sunny	7.30	25.23
82	GE	2	210	15.12.2012 0:00:00	2	4840.00	Tourist	Cloudy	7.30	25.23
56	CZ	1	220	16.12.2012 0:00:00	8	9680.00	Business	Sunny	5.20	25.23
81	GE	2	130	17.12.2012 0:00:00	2	4840.00	Tourist	Rain/Snow	1.30	25.22
55	AT	1	130	18.12.2012 0:00:00	21	25410.00	Tourist	Rain/Snow	1.40	25.20
38	SK	1	220	18.12.2012 0:00:00	7	8470.00	Tourist	Rain/Snow	1.40	25.20
52	CZ	3	210	19.12.2012 0:00:00	14	50820.00	Tourist	Cloudy	1.90	25.25
24	GE	1	230	19.12.2012 0:00:00	2	2420.00	Tourist	Sunny	1.90	25.25
55	CZ	2	210	20.12.2012 0:00:00	21	50820.00	Tourist	Sunny	4.20	25.23
47	CZ	2	120	20.12.2012 0:00:00	7	16940.00	Tourist	Rain/Snow	4.20	25.23
59	GE	1	210	23.12.2012 0:00:00	2	2420.00	Business	Rain/Snow	-3.80	25.19
19	SK	2	220	23.12.2012 0:00:00	6	14520.00	Business	Cloudy	-3.80	25.19
50	CZ	1	310	23.12.2012 0:00:00	2	2420.00	Tourist	Sunny	-3.80	25.19
31	SK	1	320	25.12.2012 0:00:00	21	25410.00	Tourist	Cloudy	-3.50	25.19
82	SK	2	220	25.12.2012 0:00:00	21	50820.00	Tourist	Cloudy	-3.50	25.19
20	SK	1	230	25.12.2012 0:00:00	7	8470.00	Tourist	Cloudy	-3.50	25.19
70	CZ	3	230	25.12.2012 0:00:00	2	7260.00	Tourist	Sunny	-3.50	25.19
52	SK	1	130	26.12.2012 0:00:00	7	8470.00	Tourist	Sunny	-1.30	25.19
69	CZ	1	220	26.12.2012 0:00:00	5	6050.00	Tourist	Rain/Snow	-1.30	25.19
36	CZ	2	310	26.12.2012 0:00:00	1	2420.00	Tourist	Rain/Snow	-1.30	25.19
37	CZ	1	240	26.12.2012 0:00:00	1	1210.00	Tourist	Sunny	-1.30	25.19
55	CZ	1	240	27.12.2012 0:00:00	4	4840.00	Tourist	Sunny	-2.20	25.10
22	CZ	2	210	27.12.2012 0:00:00	21	50820.00	Tourist	Sunny	-2.20	25.10
44	PL	1	240	28.12.2012 0:00:00	14	16940.00	Tourist	Sunny	-1.20	25.14
49	PL	2	120	28.12.2012 0:00:00	14	33880.00	Tourist	Cloudy	-1.20	25.14
63	SK	1	240	28.12.2012 0:00:00	62	75020.00	Tourist	Cloudy	-1.20	25.14
54	SK	3	310	28.12.2012 0:00:00	7	25410.00	Tourist	Cloudy	-1.20	25.14
72	SK	1	210	29.12.2012 0:00:00	7	8470.00	Tourist	Cloudy	-3.70	25.14
31	SK	1	110	30.12.2012 0:00:00	7	8470.00	Tourist	Rain/Snow	-5.20	25.14
37	CZ	1	310	31.12.2012 0:00:00	14	16940.00	Tourist	Rain/Snow	-2.60	25.14
59	CZ	1	110	1.1.2013 0:00:00	4	5800.00	Tourist	Rain/Snow	-9.80	25.14
59	GE	1	110	1.1.2013 0:00:00	2	2900.00	Tourist	Sunny	-9.80	25.14
29	CZ	2	210	2.1.2013 0:00:00	10	29000.00	Tourist	Cloudy	-8.10	25.23
72	CZ	2	110	4.1.2013 0:00:00	14	40600.00	Tourist	Cloudy	-7.30	25.36
57	CZ	2	210	4.1.2013 0:00:00	4	11600.00	Tourist	Rain/Snow	-7.30	25.36
25	GE	1	130	4.1.2013 0:00:00	14	20300.00	Tourist	Cloudy	-7.30	25.36
58	SK	1	320	6.1.2013 0:00:00	1	1450.00	Tourist	Sunny	-3.50	25.36
80	GE	2	230	6.1.2013 0:00:00	21	60900.00	Business	Cloudy	-3.50	25.36
66	CZ	1	110	8.1.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	0.30	25.58
60	CZ	2	130	9.1.2013 0:00:00	1	2900.00	Business	Sunny	2.80	25.53
20	SK	2	220	11.1.2013 0:00:00	1	2900.00	Tourist	Cloudy	8.80	25.61
51	SK	1	130	11.1.2013 0:00:00	1	1450.00	Tourist	Sunny	8.80	25.61
42	SK	2	210	12.1.2013 0:00:00	2	5800.00	Tourist	Sunny	4.10	25.61
65	PL	2	240	12.1.2013 0:00:00	2	5800.00	Tourist	Sunny	4.10	25.61
50	SK	1	310	14.1.2013 0:00:00	1	1450.00	Tourist	Cloudy	-8.70	25.61
19	CZ	1	220	15.1.2013 0:00:00	1	1450.00	Tourist	Sunny	-6.70	25.61
37	CZ	1	210	15.1.2013 0:00:00	21	30450.00	Tourist	Cloudy	-6.70	25.61
69	PL	2	240	16.1.2013 0:00:00	1	2900.00	Tourist	Cloudy	-3.60	25.58
57	GE	1	220	18.1.2013 0:00:00	21	30450.00	Tourist	Rain/Snow	-0.90	25.63
55	CZ	1	310	18.1.2013 0:00:00	1	1450.00	Tourist	Cloudy	-0.90	25.63
78	CZ	1	230	18.1.2013 0:00:00	14	20300.00	Tourist	Rain/Snow	-0.90	25.63
64	CZ	1	320	19.1.2013 0:00:00	62	89900.00	Tourist	Cloudy	3.80	25.63
60	AT	2	230	20.1.2013 0:00:00	7	20300.00	Tourist	Sunny	-9.10	25.63
49	CZ	1	110	20.1.2013 0:00:00	4	5800.00	Tourist	Cloudy	-9.10	25.63
81	GE	1	220	20.1.2013 0:00:00	7	10150.00	Tourist	Sunny	-9.10	25.63
30	CZ	3	110	22.1.2013 0:00:00	2	8700.00	Tourist	Cloudy	-14.60	25.61
34	CZ	1	320	23.1.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	-9.50	25.60
74	CZ	1	110	23.1.2013 0:00:00	21	30450.00	Business	Rain/Snow	-9.50	25.60
19	CZ	1	310	23.1.2013 0:00:00	21	30450.00	Tourist	Rain/Snow	-9.50	25.60
64	CZ	2	210	23.1.2013 0:00:00	1	2900.00	Tourist	Cloudy	-9.50	25.60
76	CZ	1	240	23.1.2013 0:00:00	7	10150.00	Tourist	Cloudy	-9.50	25.60
27	CZ	2	110	24.1.2013 0:00:00	2	5800.00	Tourist	Cloudy	-10.20	25.59
74	SK	2	220	24.1.2013 0:00:00	21	60900.00	Tourist	Rain/Snow	-10.20	25.59
79	GE	2	320	24.1.2013 0:00:00	1	2900.00	Tourist	Cloudy	-10.20	25.59
36	CZ	1	120	25.1.2013 0:00:00	2	2900.00	Tourist	Sunny	-5.40	25.61
65	GE	1	230	25.1.2013 0:00:00	14	20300.00	Tourist	Sunny	-5.40	25.61
62	GE	2	120	25.1.2013 0:00:00	21	60900.00	Business	Rain/Snow	-5.40	25.61
46	GE	2	120	26.1.2013 0:00:00	3	8700.00	Tourist	Sunny	-6.90	25.61
60	SK	2	230	30.1.2013 0:00:00	2	5800.00	Business	Rain/Snow	0.70	25.66
43	CZ	2	120	31.1.2013 0:00:00	21	60900.00	Tourist	Sunny	-10.90	25.62
22	SK	2	110	1.2.2013 0:00:00	14	40600.00	Tourist	Cloudy	-14.30	25.64
38	CZ	2	230	1.2.2013 0:00:00	7	20300.00	Tourist	Sunny	-14.30	25.64
48	PL	2	120	1.2.2013 0:00:00	7	20300.00	Business	Cloudy	-14.30	25.64
64	SK	2	120	3.2.2013 0:00:00	2	5800.00	Tourist	Sunny	-9.80	25.64
35	SK	4	310	4.2.2013 0:00:00	7	40600.00	Tourist	Sunny	-9.90	25.67
41	SK	2	310	5.2.2013 0:00:00	7	20300.00	Tourist	Cloudy	-10.10	25.65
41	CZ	4	220	5.2.2013 0:00:00	9	52200.00	Tourist	Rain/Snow	-10.10	25.65
54	SK	3	210	5.2.2013 0:00:00	7	30450.00	Tourist	Sunny	-10.10	25.65
76	SK	1	110	6.2.2013 0:00:00	2	2900.00	Business	Cloudy	-2.40	25.73
65	CZ	2	130	8.2.2013 0:00:00	7	20300.00	Tourist	Cloudy	-4.20	25.24
28	CZ	1	130	9.2.2013 0:00:00	7	10150.00	Tourist	Sunny	-2.20	25.24
61	CZ	1	210	10.2.2013 0:00:00	5	7250.00	Tourist	Rain/Snow	4.10	25.24
26	CZ	3	110	10.2.2013 0:00:00	14	60900.00	Tourist	Rain/Snow	4.10	25.24
34	CZ	2	240	11.2.2013 0:00:00	21	60900.00	Tourist	Cloudy	0.40	25.24
68	CZ	1	110	11.2.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	0.40	25.24
70	CZ	1	320	12.2.2013 0:00:00	14	20300.00	Tourist	Rain/Snow	-3.40	25.32
30	SK	2	230	12.2.2013 0:00:00	7	20300.00	Business	Cloudy	-3.40	25.32
47	GE	2	220	12.2.2013 0:00:00	5	14500.00	Tourist	Rain/Snow	-3.40	25.32
57	CZ	2	320	13.2.2013 0:00:00	2	5800.00	Business	Sunny	-0.60	25.41
30	CZ	1	230	14.2.2013 0:00:00	2	2900.00	Tourist	Cloudy	1.80	25.39
44	CZ	2	320	14.2.2013 0:00:00	7	20300.00	Tourist	Sunny	1.80	25.39
58	CZ	1	310	15.2.2013 0:00:00	2	2900.00	Tourist	Sunny	-3.00	25.39
53	SK	2	310	15.2.2013 0:00:00	14	40600.00	Tourist	Rain/Snow	-3.00	25.39
58	PL	2	240	15.2.2013 0:00:00	2	5800.00	Tourist	Cloudy	-3.00	25.39
72	SK	3	230	16.2.2013 0:00:00	2	8700.00	Tourist	Sunny	-9.40	25.39
66	GE	2	130	16.2.2013 0:00:00	2	5800.00	Tourist	Cloudy	-9.40	25.39
79	SK	4	310	17.2.2013 0:00:00	2	11600.00	Tourist	Rain/Snow	-7.00	25.39
81	CZ	1	230	17.2.2013 0:00:00	7	10150.00	Tourist	Cloudy	-7.00	25.39
55	CZ	1	240	18.2.2013 0:00:00	3	4350.00	Business	Cloudy	3.90	25.39
80	SK	2	230	20.2.2013 0:00:00	2	5800.00	Tourist	Cloudy	-10.00	25.40
