WDate	WSky	wwind_speed_gust_kmh	wwind_speed_avg_kmh	wwind_dir_deg	wsolar_rad_MJ	wtemp_max_C	wtemp_min_C	wtemp_avg_C	wprecip_mm
27.10.2012	Cloudy	31.5364	10.9412	40.1	13.71	8.3	-1.1	3.3	0
28.10.2012	Rain/Snow	34.9153	14.3201	19.6	10.23	9.3	1.1	4.6	0
29.10.2012	Sunny	40.7077	16.09	68.4	13.96	11.2	0.3	5.3	0
30.10.2012	Cloudy	50.2008	20.7561	351.9	8.61	8.2	2.5	4.8	0
31.10.2012	Rain/Snow	39.2596	12.5502	335.6	12.63	9.8	-0.6	3.6	0
1.11.2012	Sunny	27.8357	10.2976	264.4	7.99	11.2	0.6	5	0
2.11.2012	Sunny	23.4914	7.7232	120.7	12.28	9	-1.4	3.5	0
3.11.2012	Cloudy	20.9170	6.9187	40.5	4.95	8	-1.8	3.4	0
4.11.2012	Rain/Snow	26.2267	6.5969	74.8	11.35	9.1	-3.2	3.3	0
5.11.2012	Rain/Snow	18.3426	6.5969	67.9	3.62	6.2	-4.2	3.4	0
6.11.2012	Cloudy	23.0087	6.9187	167.4	3.14	4.1	-3.3	1.7	3.81
7.11.2012	Cloudy	18.6644	4.9879	150.8	2.48	7.3	3.9	5.2	0.508
8.11.2012	Cloudy	26.8703	8.5277	213.9	3.92	8.1	2.3	5.1	0
9.11.2012	Cloudy	18.8253	5.6315	147.5	6.64	12.6	0.8	7.3	0
10.11.2012	Sunny	48.2700	15.1246	170.5	3.74	18.7	9.7	14.3	7.874
11.11.2012	Sunny	64.6818	25.2613	210.2	5.52	19.6	2.1	13.7	11.176
12.11.2012	Sunny	45.8565	24.2959	274.1	8.72	1.4	-2.6	-0.5	0.254
13.11.2012	Cloudy	22.5260	5.7924	219	11.57	4.3	-6.3	-1.4	0
14.11.2012	Rain/Snow	24.7786	6.9187	193.8	9.75	7.3	-4.5	1.5	0
15.11.2012	Rain/Snow	16.8945	4.827	221.2	8.23	8.4	-3	1.5	0
16.11.2012	Rain/Snow	16.8945	3.218	114.4	10.46	12	-4.1	3	0
17.11.2012	Cloudy	21.2388	5.6315	123.9	10.2	12.2	-3.8	4.1	0
18.11.2012	Rain/Snow	18.5035	5.3097	146.6	9.26	12.8	-2.5	5.2	0
19.11.2012	Rain/Snow	27.0312	7.2405	194.2	5.96	14.7	1.8	8.4	0
20.11.2012	Rain/Snow	19.4689	2.8962	240.8	6.09	14.5	0.8	8.9	0
21.11.2012	Rain/Snow	19.4689	6.7578	221.9	5.15	10.3	0.1	4.7	0.508
22.11.2012	Cloudy	59.2112	19.1471	211.7	7.09	17.2	4.1	9.9	6.604
23.11.2012	Rain/Snow	63.5555	25.9049	302.2	4.55	4.2	-3	-0.6	0.254
24.11.2012	Cloudy	33.1454	10.6194	257.5	7.77	0	-3.8	-2.3	0
25.11.2012	Cloudy	28.3184	8.6886	273.8	8.99	5.7	-4.2	0.9	0
26.11.2012	Sunny	25.7440	8.3668	274.9	5.04	1.7	-7.3	-1.6	0
27.11.2012	Sunny	18.9862	7.7232	234	9.34	0.9	-10.3	-4.4	0
28.11.2012	Rain/Snow	24.1350	8.2059	255.8	9.55	6.8	-4.2	0.2	0
29.11.2012	Sunny	22.6869	8.6886	189.7	8.82	10.4	-5.2	3.6	0
30.11.2012	Sunny	21.7215	6.5969	92.6	7.64	11	1.4	5.9	0
1.12.2012	Cloudy	31.8582	11.1021	139.9	5.55	14.8	-2.1	7.7	0
2.12.2012	Cloudy	30.4101	8.6886	197.8	7.18	17.7	8.2	12.8	0.762
3.12.2012	Cloudy	49.0745	18.3426	192.6	3.15	20.9	8.9	12.6	1.524
4.12.2012	Cloudy	36.5243	12.7111	302.5	7.06	13.7	2.4	12.3	0
5.12.2012	Rain/Snow	23.1696	9.9758	104.4	8.67	5.3	-3.6	12.2	0
6.12.2012	Cloudy	24.9395	11.7457	187.3	3.45	7.1	0.5	4	0
7.12.2012	Cloudy	20.4343	8.5277	90.7	2.6	6.8	3.6	4.9	2.794
8.12.2012	Cloudy	27.0312	12.3893	67.7	4.09	5.7	0.8	2.8	4.572
9.12.2012	Cloudy	34.1108	12.0675	151.5	0.9	4.3	1.1	3.1	5.588
10.12.2012	Cloudy	38.4551	14.9637	306.3	1.89	2.7	-1.7	-0.6	0.508
11.12.2012	Cloudy	38.2942	14.481	231	9.22	1.5	-6.8	-2.4	0
12.12.2012	Cloudy	36.2025	11.9066	199.8	9.28	7.3	-6.4	0.3	0
13.12.2012	Cloudy	44.5693	13.8374	206	8.47	9	-2.8	2.5	0
14.12.2012	Cloudy	15.9291	5.4706	187.2	8.16	9.3	-4.8	2.7	0
15.12.2012	Cloudy	41.1904	17.3772	182.1	0.48	9.1	4.9	7.3	9.906
16.12.2012	Sunny	29.9274	15.2855	266.2	1.11	9	2.9	5.2	0
17.12.2012	Rain/Snow	16.7336	4.9879	294.5	2	3.1	-2.1	1.3	0
18.12.2012	Rain/Snow	39.2596	11.1021	227.4	1.38	4.7	-1.4	1.4	0
19.12.2012	Cloudy	34.1108	8.8495	174.8	2.73	5.1	-1	1.9	1.524
20.12.2012	Rain/Snow	60.6593	22.3651	201	0.47	9.4	-0.7	4.2	27.94
21.12.2012	Rain/Snow	64.5209	22.2042	326.8	8.31	-0.6	-8.1	-4.5	0
22.12.2012	Rain/Snow	20.4343	6.7578	234.7	8.77	-0.7	-10.8	-5.9	0
23.12.2012	Cloudy	19.4689	8.2059	36.1	5.13	0.3	-2.7	-3.8	0
24.12.2012	Cloudy	26.0658	10.4585	127	1.64	-0.5	-3.4	-1.8	0
25.12.2012	Cloudy	27.1921	13.1938	73.6	2.96	-2	-5.2	-3.5	0
26.12.2012	Rain/Snow	42.4776	18.6644	98.2	2.35	0.1	-3.5	-1.3	0
27.12.2012	Sunny	24.4568	8.3668	138.2	2.61	-0.6	-3.7	-2.2	0
28.12.2012	Cloudy	21.5606	7.0796	159.8	1.41	-0.4	-2.3	-1.2	0.508
29.12.2012	Cloudy	37.8115	15.9291	302.9	3.13	-0.9	-8.7	-3.7	0.508
30.12.2012	Rain/Snow	27.8357	11.4239	222.3	8.88	-0.1	-12	-5.2	0
31.12.2012	Rain/Snow	30.8928	14.3201	227.2	2.31	0.3	-7.4	-2.6	0
1.1.2013	Rain/Snow	29.2838	9.0104	264.5	9.39	-5.5	-14.2	-9.8	0
2.1.2013	Cloudy	30.5710	10.9412	208.1	9.29	-0.3	-7.3	-8.1	0
3.1.2013	Cloudy	32.3409	15.6073	269.9	2.02	-2.1	-9.2	-7.7	0
4.1.2013	Cloudy	46.0174	17.699	245.8	9.41	1.8	-11.4	-7.3	0
5.1.2013	Cloudy	42.9603	13.6765	215.9	5	2.3	-8.9	-6.9	0.762
6.1.2013	Cloudy	39.7423	15.7682	274	5.94	1.6	-9.9	-3.5	0
7.1.2013	Cloudy	46.6610	15.6073	205.2	10.04	5.1	-10.8	-3.1	0
8.1.2013	Rain/Snow	36.0416	11.4239	197.1	7.2	5.9	-6.2	0.3	0
9.1.2013	Sunny	54.8669	17.8599	264.4	9.22	8.9	-4.7	2.8	0
10.1.2013	Sunny	30.8928	10.7803	101.6	4.89	7.5	-6.4	1.1	13.716
11.1.2013	Cloudy	36.8461	15.9291	200.4	2.18	10.6	5.5	8.8	7.874
12.1.2013	Sunny	36.6852	15.6073	258.1	3.14	10.7	-2.2	4.1	2.794
13.1.2013	Sunny	35.7198	13.1938	293.5	1.98	-1.6	-10.9	-5.9	2.032
14.1.2013	Cloudy	22.6869	6.5969	295.1	7.34	-3.4	-12.1	-8.7	0
15.1.2013	Cloudy	13.1938	2.7353	202.7	8.94	-1.1	-11.9	-6.7	0
16.1.2013	Cloudy	42.6385	14.6419	236.9	7.89	1.5	-10.2	-3.6	0
17.1.2013	Cloudy	33.9499	9.8149	307.8	10.51	0.5	-9.6	-4.3	0
18.1.2013	Cloudy	56.9586	20.1125	209.4	8.39	5.6	-9.6	-0.9	0
19.1.2013	Cloudy	65.6472	22.6869	241.4	5.84	8.3	-4.6	3.8	0
20.1.2013	Cloudy	58.4067	18.3426	306.8	8.06	-4.5	-11.4	-9.1	0
21.1.2013	Cloudy	46.3392	21.8824	299.1	10.26	-10.8	-16.2	-13.4	0
22.1.2013	Cloudy	31.5364	14.6419	298.4	10.29	-10.9	-19.3	-14.6	0
23.1.2013	Cloudy	48.7527	15.1246	277.4	3.88	-6.8	-12.3	-9.5	0
24.1.2013	Cloudy	30.7319	13.1938	148.4	7.23	-5.8	-15.4	-10.2	0
25.1.2013	Rain/Snow	37.8115	13.9983	241.4	5.05	-1.6	-7.9	-5.4	1.778
26.1.2013	Sunny	24.6177	5.1488	272.2	11.69	-2.4	-14.3	-6.9	0
27.1.2013	Sunny	40.0641	12.872	163.6	1.66	2.6	-4.6	-1.4	14.986
28.1.2013	Sunny	31.8582	10.4585	201.8	4.35	7.5	2.5	5.6	2.794
29.1.2013	Sunny	42.4776	13.9983	209.4	1.66	16.5	5.2	12.8	33.02
30.1.2013	Rain/Snow	49.5572	16.7336	214.2	1.64	9.4	-6.8	0.7	13.462
31.1.2013	Sunny	46.9828	27.5139	290.7	7.15	-6.8	-16.2	-10.9	0
1.2.2013	Cloudy	39.4205	18.1817	262.5	12.14	-9.9	-18.6	-14.3	1.27
2.2.2013	Cloudy	34.9153	9.9758	256.3	6.58	-4.9	-15.4	-9.7	2.286
3.2.2013	Sunny	35.3980	12.0675	265.7	10.15	-6.1	-13.1	-9.8	1.016
4.2.2013	Sunny	28.8011	10.1367	94.3	5.1	-2.9	-12.2	-9.9	2.286
5.2.2013	Cloudy	32.1800	10.6194	258.4	6.52	-1.2	-15.3	-10.1	0.508
6.2.2013	Cloudy	24.9395	8.8495	138.6	12.37	3.3	-14.8	-2.4	0
7.2.2013	Cloudy	31.6973	7.8841	165.8	1.84	1.4	-1.4	0.5	27.432
8.2.2013	Cloudy	37.1679	11.1021	316	4.57	-1.3	-6.2	-4.2	0.254
9.2.2013	Sunny	32.3409	10.7803	163.4	7.57	0.4	-3.7	-2.2	0
10.2.2013	Rain/Snow	44.7302	19.4689	176.1	1.58	8.1	-0.6	4.1	10.414
11.2.2013	Cloudy	66.4517	34.1108	270.7	3.19	5.8	-2.3	0.4	0.254
12.2.2013	Cloudy	37.8115	13.6765	265.6	4.45	-1.3	-6.2	-3.4	0
13.2.2013	Sunny	29.1229	7.8841	233	13.35	5.4	-6.8	-0.6	0
14.2.2013	Cloudy	47.7873	16.09	263.2	5	4.1	-0.7	1.8	0
15.2.2013	Cloudy	30.5710	13.1938	326.3	14.14	0.1	-7.2	-3	0
16.2.2013	Cloudy	30.4101	9.654	323.7	7.87	-6.7	-13.3	-9.4	0
17.2.2013	Cloudy	29.1229	7.4014	179.7	16.24	-1.1	-14.8	-7	0
18.2.2013	Cloudy	61.3029	22.2042	202.7	6.29	10.5	-2.6	3.9	10.922
19.2.2013	Cloudy	60.9811	30.4101	290.3	9.73	-2.5	-12.6	-9.6	0.508
20.2.2013	Cloudy	32.9845	11.7457	274	15.71	-4.7	-14.2	-10	0
21.2.2013	Cloudy	49.5572	13.1938	78.6	3.29	-1.6	-11.1	-4.8	3.048
22.2.2013	Sunny	41.6731	16.5727	178.3	3.82	0.2	-4.7	-2.6	4.572
23.2.2013	Cloudy	33.9499	15.7682	254.6	12.69	-2.5	-9.3	-4.7	0
24.2.2013	Cloudy	13.5156	4.6661	204.9	17.7	2.3	-13.3	-4.7	0
25.2.2013	Cloudy	24.1350	7.5623	70.8	16.14	7.6	-8.4	-0.3	0
26.2.2013	Cloudy	46.8219	21.5606	56.2	2.79	2.2	-0.6	0.7	23.114
27.2.2013	Cloudy	30.0883	11.4239	270.9	5.86	0.8	-1.1	0.1	3.048
28.2.2013	Cloudy	37.0070	16.7336	123.9	7.09	2.3	-2.8	0.3	0.762
1.3.2013	Rain/Snow	34.7544	17.3772	164.9	5.54	-2.6	-4.3	-3.6	0.762
2.3.2013	Cloudy	30.0883	10.6194	258.4	16.27	-0.8	-11.6	-5.2	0
3.3.2013	Cloudy	20.2734	4.827	182.4	19.54	0.7	-14.1	-5.5	0
4.3.2013	Cloudy	28.8011	10.6194	77.9	8.25	0.7	-10.7	-5.9	0
5.3.2013	Cloudy	37.4897	13.1938	110.4	4.77	0.6	-2.9	-6.3	26.162
6.3.2013	Sunny	35.0762	12.2284	337.5	10.2	0.1	-3.3	-1.7	0
7.3.2013	Cloudy	17.8599	5.7924	209.5	19.71	3.4	-6.1	-1.2	0
8.3.2013	Rain/Snow	24.4568	8.3668	113.4	19.92	4.3	-10.6	-1.3	0
9.3.2013	Cloudy	34.5935	14.481	161.7	7.65	6.1	-1	3.3	1.524
10.3.2013	Sunny	33.3063	10.1367	163.7	2.38	9.6	4.5	6.6	28.956
11.3.2013	Sunny	35.3980	14.6419	252.4	2.22	6.3	-0.2	1.9	1.524
12.3.2013	Cloudy	47.4655	24.4568	279	13.67	2.3	-3.6	-0.9	0.254
13.3.2013	Cloudy	41.1904	16.09	309.4	20.31	0.2	-5.6	-2.9	0
14.3.2013	Cloudy	23.9741	9.1713	225.1	8.92	0.7	-5.7	-1.7	0
15.3.2013	Rain/Snow	26.5485	7.7232	153.3	5.84	3.9	-2.1	1.1	2.794
16.3.2013	Rain/Snow	31.2146	13.1938	137.1	5.06	0.9	-1.4	-0.2	0
17.3.2013	Cloudy	33.6281	13.9983	94.4	12.86	2.4	-4.1	-0.8	0
18.3.2013	Rain/Snow	63.2337	19.7907	185.4	4.26	1.2	-6.7	-1.6	3.556
19.3.2013	Rain/Snow	55.9932	31.0537	281.1	22.04	-0.1	-8.8	-4.7	0
20.3.2013	Rain/Snow	46.0174	21.7215	309.1	20.53	-4.3	-11.1	-7.7	0.254
21.3.2013	Rain/Snow	28.1575	9.654	307.9	22.24	0.4	-11.2	-5.5	0
22.3.2013	Sunny	23.9741	5.7924	200.9	22.68	3.9	-8.6	-2.3	0
23.3.2013	Rain/Snow	26.8703	7.7232	33.2	21.28	6.2	-5.3	0.6	0
24.3.2013	Sunny	49.8790	19.4689	44.7	7.22	2.6	-1.4	0.5	1.27
25.3.2013	Rain/Snow	45.6956	16.7336	262.2	6.71	2.9	-1.6	0.3	0
26.3.2013	Cloudy	31.5364	10.9412	320	12.99	5.7	-1.2	1.8	0
27.3.2013	Sunny	25.5831	8.3668	294.5	10.04	6	-4.2	1.7	0
28.3.2013	Sunny	23.6523	5.4706	230.3	23.25	9.3	-5.8	2.7	0
29.3.2013	Sunny	23.4914	4.827	148.2	22.83	12.7	-2.3	5.5	0
30.3.2013	Sunny	40.2250	12.7111	155.7	15.27	14.4	-2.6	7	0.508
31.3.2013	Sunny	51.8098	19.4689	292.3	18.75	14.3	0.7	6.9	0.254
1.4.2013	Cloudy	40.2250	13.9983	317.5	21.97	4.6	-3	0.4	0
2.4.2013	Cloudy	39.7423	12.3893	301.8	23.14	6.3	-4.2	0.4	0
3.4.2013	Cloudy	23.6523	7.5623	95.8	24.15	8.5	-6.2	0.4	0
4.4.2013	Cloudy	27.9966	10.1367	257.1	23.94	14.3	5.7	0.5	0
5.4.2013	Sunny	29.6056	12.7111	78.9	23.86	9.5	1.4	0.5	0
6.4.2013	Sunny	59.0503	23.8132	174.5	9.23	19.7	2.1	11.4	1.778
7.4.2013	Sunny	39.7423	13.9983	222.3	20.69	16.2	4	8.9	0.254
8.4.2013	Cloudy	75.1403	20.1125	163.3	17.28	19.1	4.5	12.1	10.16
9.4.2013	Cloudy	39.7423	14.3201	58.2	9.34	14.7	4.8	7.4	1.27
10.4.2013	Cloudy	77.7147	19.308	53.2	3.77	5.5	2.8	4.4	32.004
11.4.2013	Cloudy	47.3046	13.8374	141.8	3.18	9.3	3.3	5.8	5.842
12.4.2013	Cloudy	45.3738	20.4343	262.3	7.47	7.2	2.1	3.8	0
13.4.2013	Cloudy	48.4309	18.5035	236.1	13.56	7.5	0.8	3.6	0
14.4.2013	Rain/Snow	59.3721	19.9516	123.5	20.81	22.4	3.2	12.2	0
15.4.2013	Sunny	57.6022	17.3772	236.5	8.4	18.2	5.7	12.2	11.938
16.4.2013	Rain/Snow	25.2613	8.8495	212.4	19.62	13.6	1.8	7.5	0.254
17.4.2013	Rain/Snow	59.6939	13.9983	76.6	1.47	9.2	5.3	6.7	49.022
18.4.2013	Cloudy	56.4759	21.5606	166	2.91	17.3	3.3	10.7	64.516
19.4.2013	Cloudy	63.7164	31.8582	269.2	6.34	4	0.9	2.5	0.762
20.4.2013	Cloudy	33.4672	11.1021	272.3	24	7.8	-1.6	2.6	0
21.4.2013	Cloudy	36.2025	15.2855	143.5	24.55	11.9	-1.6	6.1	0
22.4.2013	Rain/Snow	30.8928	13.6765	169.5	26.12	18.8	4.1	12.5	0
23.4.2013	Rain/Snow	31.8582	10.1367	205.5	3.83	12.8	2.7	7.8	19.304
24.4.2013	Rain/Snow	38.1333	13.1938	296	20.22	10.2	1.5	5.3	1.016
25.4.2013	Sunny	47.7873	14.8028	265.5	19.2	10.5	0.7	6	1.524
26.4.2013	Sunny	48.4309	16.09	208.7	24.89	18.9	-0.2	11.1	0
27.4.2013	Cloudy	31.2146	9.1713	154	26.58	20	3.3	13.4	0
28.4.2013	Cloudy	16.5727	5.7924	135.1	12.49	19.9	10.1	14.2	0.508
29.4.2013	Cloudy	37.8115	15.9291	195.1	22.24	22.8	9.1	16.7	0
30.4.2013	Cloudy	45.3738	22.2042	197.1	23.41	29.1	19.4	21.9	0
1.5.2013	Cloudy	30.7319	10.6194	176.8	26.65	28.1	15.6	22.4	0
2.5.2013	Cloudy	31.3755	13.6765	41.2	13.42	17.2	6.2	10.5	19.304
3.5.2013	Rain/Snow	31.8582	13.6765	54.2	6.81	10.8	4.4	10.1	5.08
4.5.2013	Sunny	34.9153	9.0104	91.6	19.09	21.9	9.9	9.7	0
5.5.2013	Rain/Snow	30.7319	10.7803	51.5	26.6	23.1	9.9	9.4	0
6.5.2013	Cloudy	27.1921	9.8149	39.2	22.89	23.6	9.9	16.6	0
7.5.2013	Cloudy	31.2146	7.0796	66.9	28.03	25.2	7.9	17.8	0
8.5.2013	Rain/Snow	20.7561	4.3443	78.7	24.69	26.7	8.4	18.7	0
9.5.2013	Cloudy	42.3167	7.4014	122.2	9.28	22.9	8.7	15.3	11.938
10.5.2013	Cloudy	30.7319	11.263	60.2	5.99	9.3	6.6	8.5	1.524
11.5.2013	Cloudy	53.2579	14.6419	280.3	17.87	14.8	4.3	8.9	0
12.5.2013	Cloudy	38.1333	13.8374	310.4	28.47	13.2	1.8	7.4	0
13.5.2013	Cloudy	28.8011	7.5623	190.8	28.25	18.6	0.2	11.2	0
14.5.2013	Cloudy	35.7198	14.8028	228.1	29.07	33.5	10.8	22.7	0
15.5.2013	Sunny	32.9845	10.2976	293.1	27.5	28.8	17.3	23.7	0
16.5.2013	Rain/Snow	32.5018	7.4014	105.8	28.15	27.7	10.7	20.2	0
17.5.2013	Rain/Snow	28.3184	7.5623	60.2	15.53	23.9	13.6	17.3	0.508
18.5.2013	Rain/Snow	23.3305	9.3322	114.9	25.32	26.3	12.2	20.3	0
19.5.2013	Rain/Snow	34.4326	11.5848	114.3	25.67	29.9	14.5	23.7	0
20.5.2013	Rain/Snow	48.9136	19.1471	212.5	24.96	30.4	17.8	24.9	8.636
21.5.2013	Cloudy	45.0520	16.2509	203.9	23.9	26.9	17	21.6	0.508
22.5.2013	Cloudy	53.2579	10.9412	232.2	13.12	22.4	15.8	18.6	21.59
23.5.2013	Cloudy	39.9032	13.8374	44.9	9.9	15.9	4.5	10.5	12.446
24.5.2013	Cloudy	24.9395	8.5277	69.9	31.64	16.8	1.8	9.9	0
25.5.2013	Cloudy	23.3305	6.2751	107.3	7.9	14.4	6.4	10.8	0
26.5.2013	Cloudy	31.2146	9.4931	104.7	16.34	19.1	6.6	13.3	1.27
27.5.2013	Cloudy	21.7215	9.654	92.4	5.09	17.7	12	14.8	2.286
28.5.2013	Cloudy	49.2354	14.6419	203.2	9.39	25.1	14.1	20.2	13.462
29.5.2013	Cloudy	32.1800	12.3893	201.6	22.09	28.6	16.8	22.7	0.762
30.5.2013	Cloudy	58.2458	21.2388	194.3	20.44	28.3	17.1	23.5	4.572
31.5.2013	Cloudy	42.1558	15.6073	198.7	16.42	24.3	17.3	20.9	5.334
1.6.2013	Rain/Snow	51.3271	16.4118	220.3	11.46	23.7	16.2	19.5	4.572
2.6.2013	Cloudy	29.4447	9.1713	239.5	10.45	17.2	6.7	12.9	0
3.6.2013	Cloudy	22.6869	4.827	163.1	28.89	21.1	4.9	12.5	0
4.6.2013	Cloudy	31.6973	8.5277	86.9	23.01	22.4	7.4	12.1	0
5.6.2013	Cloudy	25.9049	9.0104	57.2	8.29	20.4	12.3	11.7	1.27
6.6.2013	Sunny	28.6402	9.1713	45.3	18.99	19	11.2	14.2	11.938
7.6.2013	Cloudy	33.1454	9.9758	34.6	28.49	20.8	9	15.6	0
8.6.2013	Cloudy	20.5952	4.9879	109.7	27.55	24.2	7	17.1	0
9.6.2013	Rain/Snow	35.2371	10.2976	137	20.43	26.6	11.9	20.7	0.762
10.6.2013	Rain/Snow	22.6869	4.827	147.9	16.6	26.6	16	21.1	0.508
11.6.2013	Rain/Snow	56.4759	5.6315	177	23.18	27.9	14.8	21.8	6.35
12.6.2013	Sunny	38.1333	8.6886	106.9	10.97	30.8	17.6	22.2	16.51
13.6.2013	Cloudy	34.4326	12.0675	77.7	28.82	26.3	14.2	19.9	0
14.6.2013	Cloudy	24.9395	8.3668	78.7	29.98	25.6	11.7	18.7	0
15.6.2013	Rain/Snow	51.9707	10.1367	184.8	14.64	26.4	14.7	20.8	2.286
16.6.2013	Rain/Snow	31.0537	9.1713	273.1	25.56	28.8	18.4	23.4	0
17.6.2013	Cloudy	32.9845	9.1713	220.5	27.47	30.4	14	22.9	0.254
18.6.2013	Sunny	28.3184	12.5502	47.2	27.78	21.9	12.3	17.2	0
19.6.2013	Sunny	23.0087	7.5623	78.4	29.09	25.2	11.2	18.7	0
20.6.2013	Cloudy	20.2734	7.5623	118.1	29.67	30.7	12.4	23.1	0
21.6.2013	Cloudy	57.4413	10.6194	174.8	7.51	27.4	19.6	22.7	16.764
22.6.2013	Cloudy	35.7198	10.1367	205.7	11.88	25.7	18.9	22.2	8.89
23.6.2013	Rain/Snow	40.8686	10.6194	199.1	24.74	29.7	18.4	23.1	0.762
24.6.2013	Rain/Snow	74.1749	11.263	224.3	18.26	28.3	18.6	21.8	4.064
25.6.2013	Cloudy	43.9257	9.654	167.1	13.39	29.5	19.4	23.6	1.27
26.6.2013	Cloudy	37.1679	11.4239	153.7	14.48	26.7	18.9	22.4	1.524
27.6.2013	Sunny	41.6731	11.7457	250.2	28.85	30.8	16.8	24.7	0
28.6.2013	Cloudy	49.2354	12.3893	317.1	25.72	27.2	18	22.2	0
29.6.2013	Cloudy	31.2146	11.9066	36.5	9.97	21.7	16.9	19.1	0
30.6.2013	Cloudy	39.2596	14.9637	27.5	29.19	26	15.9	20.4	0
1.7.2013	Cloudy	38.9378	13.1938	38.8	28.77	24.5	14.1	20.2	0
2.7.2013	Cloudy	27.9966	10.4585	41.3	19.23	22.3	14.7	17.8	0
3.7.2013	Rain/Snow	16.7336	4.827	135.2	6.25	19.8	14.5	17.8	10.668
4.7.2013	Cloudy	27.0312	7.2405	194.5	28.27	27.7	11.6	17.8	0
5.7.2013	Cloudy	25.1004	6.2751	207.9	29.03	28.8	14.8	17.8	0
6.7.2013	Cloudy	19.6298	6.436	217.2	25.1	28.1	16.2	23.1	0
7.7.2013	Cloudy	24.9395	9.1713	210.4	25.68	30.9	19.8	25.2	0
8.7.2013	Sunny	38.6160	11.5848	229.9	13.71	29.8	20.7	24.8	78.74
9.7.2013	Sunny	45.5347	9.0104	215	15.2	28.6	21.3	25.1	0.762
10.7.2013	Cloudy	30.7319	8.5277	252.8	29.49	28	16.6	24.2	0
11.7.2013	Cloudy	23.8132	6.1142	53.5	29.9	27.2	15	21.3	0
12.7.2013	Cloudy	17.6990	4.0225	92	31.76	28.8	11.4	21.1	0
13.7.2013	Cloudy	26.8703	7.8841	94.4	30.13	28.8	14.3	22.9	0
14.7.2013	Cloudy	23.0087	7.8841	86.9	25.16	31.3	18.9	25.6	0
15.7.2013	Cloudy	18.1817	5.6315	109.2	17.91	31.8	20.9	26.5	0
16.7.2013	Cloudy	23.8132	6.5969	209	27.77	32	21	27.1	0
17.7.2013	Rain/Snow	20.9170	6.5969	241.4	28.44	32.7	21.2	27.5	0
18.7.2013	Rain/Snow	38.9378	8.8495	225.5	24.76	32.8	22.5	27.7	0
19.7.2013	Cloudy	43.9257	15.6073	242.7	28.53	33.7	21.8	27.9	4.318
20.7.2013	Sunny	45.3738	7.0796	175.9	29.03	30.2	19	24.3	21.336
21.7.2013	Cloudy	31.8582	9.1713	115.3	24.27	29.8	17.8	23.4	0
22.7.2013	Cloudy	54.3842	6.9187	190	25.27	29.2	18.7	23.9	2.286
23.7.2013	Sunny	30.2492	9.4931	183.8	23.85	25.5	14.7	20.8	0.254
24.7.2013	Rain/Snow	23.1696	6.7578	49.3	28.49	22.9	12.2	17.9	0
25.7.2013	Rain/Snow	21.0779	4.9879	199.3	27.58	25.6	10.2	19	0
26.7.2013	Rain/Snow	32.3409	10.1367	224.1	3.84	21.3	15.4	18.3	19.812
27.7.2013	Sunny	41.1904	10.1367	312.1	14.39	17.6	10.9	14.7	0
28.7.2013	Sunny	32.1800	11.1021	281.9	21.3	20.2	11.3	15	0
29.7.2013	Sunny	24.1350	7.2405	241.9	27.01	25	11.7	18.4	0
30.7.2013	Cloudy	20.5952	6.2751	120.4	8.05	20.9	17.7	17.9	5.08
31.7.2013	Sunny	25.4222	4.827	182.7	8.79	24.5	15.5	19.6	9.144
1.8.2013	Rain/Snow	34.2717	7.7232	269.7	27.79	25.7	13.4	20.1	0.254
2.8.2013	Rain/Snow	25.5831	8.2059	245.2	21.37	28.7	16.2	22.6	3.556
3.8.2013	Rain/Snow	26.0658	7.4014	224.6	28.64	26	15.7	22.7	0
4.8.2013	Rain/Snow	20.9170	7.4014	65.9	24.29	25.8	14.2	22.8	0
5.8.2013	Rain/Snow	38.9378	8.045	166	11.49	22.3	13.3	22.9	1.27
6.8.2013	Cloudy	21.7215	8.8495	205.9	11.98	27.9	19.2	22.7	1.016
7.8.2013	Rain/Snow	26.3876	9.1713	207.2	24.36	30.7	18.1	24.5	0.508
8.8.2013	Rain/Snow	30.5710	8.6886	47.1	25.44	26	17	21.4	0
9.8.2013	Cloudy	22.0433	6.2751	197.8	21.08	26.9	12.9	21.2	0
10.8.2013	Sunny	19.9516	5.9533	146.4	26.1	27.6	15.9	22.1	0
11.8.2013	Cloudy	26.0658	4.1834	137.9	17.49	27.1	12.6	20.2	0.762
12.8.2013	Cloudy	27.8357	9.1713	200.8	17.88	27.9	17.9	22.6	0
13.8.2013	Rain/Snow	33.3063	10.6194	75.2	23.05	21.1	13.2	17.6	0
14.8.2013	Cloudy	16.2509	4.3443	109.2	20.46	23.1	10.9	16.4	0
15.8.2013	Cloudy	23.3305	5.4706	247	18.6	23.7	9.9	17.1	0
16.8.2013	Cloudy	21.3997	4.1834	110.5	21.08	27.6	10.9	19.5	0
17.8.2013	Cloudy	27.5139	6.1142	55.2	26.55	27.4	11.7	20	0
18.8.2013	Cloudy	20.2734	4.827	86.7	24.05	28.6	12.5	20.7	0
19.8.2013	Cloudy	22.6869	4.9879	179.8	22.13	28.4	11.8	20.8	0
20.8.2013	Rain/Snow	27.0312	5.9533	225.1	23.4	29.6	14.3	22.1	0
21.8.2013	Rain/Snow	30.4101	9.4931	218.3	23.49	30.9	15.4	24	2.794
